member_id,R,F,M,r_grade,f_grade,m_grade
jjaeng,313,1,38700.0,1,1,1
jjahgha3,235,1,66800.0,2,1,2
jjahyun10,342,1,39551.0,1,1,1
jjajang888,63,1,33400.0,4,1,1
jjajjala,111,3,163220.0,3,3,3
jjang2518,127,3,114500.0,3,3,3
jjanga15,176,1,38900.0,3,1,1
jjanglsd88,132,1,29400.0,3,1,1
jjanngu0112,239,1,37700.0,2,1,1
jjano88,14,1,38900.0,4,1,1
jjazzcat,273,1,55200.0,2,1,2
jje1124,99,1,46800.0,3,1,1
jje1262,133,1,41000.0,3,1,1
jje7316,184,2,73460.0,2,2,2
jjh00100,346,1,48391.0,1,1,1
jjh213,162,1,42800.0,3,1,1
jjh2836,76,2,49130.0,4,2,1
jjh3938,113,1,12700.0,3,1,1
jjh4853,120,1,15900.0,3,1,1
jjh727,239,1,36400.0,2,1,1
jjh81957,233,1,88800.0,2,1,2
jjhe856,248,1,37515.0,2,1,1
jjhh9720,74,2,71641.0,4,2,2
jjhkhoon,302,1,37766.0,1,1,1
jjhong0920,128,1,39900.0,3,1,1
jji3188,202,1,154000.0,2,1,3
jjin1127,71,1,32400.0,4,1,1
jjinha381,260,1,40800.0,2,1,1
jjinho92,111,1,23600.0,3,1,1
jjios12,44,2,79600.0,4,2,2
jjiyoung,212,1,62600.0,2,1,2
jjj9106,27,1,46400.0,4,1,1
jjjjj1117,172,1,52220.0,3,1,1
jjk9311,195,1,67700.0,2,1,2
jjm2235,329,1,17400.0,1,1,1
jjm2471,206,1,18831.0,2,1,1
jjmelong,16,1,104700.0,4,1,3
jjnam93,275,1,36206.0,1,1,1
jjohe,71,1,33400.0,4,1,1
jjonchani89,48,2,113732.0,4,2,3
jjoogeun,149,1,40900.0,3,1,1
jjopo9396,159,1,46200.0,3,1,1
jjorapfrog,217,1,17100.0,2,1,1
jjos123,59,2,69257.0,4,2,2
jjpa10,240,1,36833.0,2,1,1
jjpark1403,204,1,113000.0,2,1,3
jjs48025,105,1,34000.0,3,1,1
jjs914,76,1,15533.0,4,1,1
jjuba370,152,1,41900.0,3,1,1
jjuk0614,350,1,40700.0,1,1,1
jjung54,106,1,25400.0,3,1,1
jjungvley,248,1,35486.0,2,1,1
jjunii,240,1,38500.0,2,1,1
jjuno92,138,1,41900.0,3,1,1
jjw789,9,3,97600.0,4,3,2
jjwam22,310,1,37500.0,1,1,1
jjy3741,30,2,88491.0,4,2,2
jjy5349,338,1,17400.0,1,1,1
jjy8939,93,1,26300.0,3,1,1
jjy9303,214,1,35000.0,2,1,1
jjy9431,103,1,39800.0,3,1,1
jjyc1108,22,1,51700.0,4,1,1
jjyoasis,291,2,65728.0,1,2,2
jjyoung0001,152,1,48200.0,3,1,1
jjyuuu,39,2,83200.0,4,2,2
jk06168,184,2,79379.0,2,2,2
jk1042,355,1,35700.0,1,1,1
jk3712,69,1,32400.0,4,1,1
jk3798,181,1,39800.0,2,1,1
jk763,104,4,212687.0,3,3,4
jk9095,197,1,31100.0,2,1,1
jka0538,168,1,68400.0,3,1,2
jkan3010,267,1,39668.0,2,1,1
jkcho0404,270,1,39478.0,2,1,1
jkcongo,204,1,32829.0,2,1,1
jkhqq,279,1,40800.0,1,1,1
jkhrudgks,163,2,78600.0,3,2,2
jkjk5956,66,2,143400.0,4,2,3
jkkhhkjh,232,1,36717.0,2,1,1
jkl0306,355,1,45900.0,1,1,1
jklfgh334,67,2,70300.0,4,2,2
jkm3462,341,1,101084.0,1,1,2
jkmh1001,176,1,30300.0,3,1,1
jkmusic85,172,2,129600.0,3,2,3
jkoi,347,1,33216.0,1,1,1
jks1994,183,1,40859.0,2,1,1
jkseok77,167,1,13900.0,3,1,1
jkson91,90,4,160500.0,3,3,3
jksu0222,22,1,17900.0,4,1,1
jku9191,269,1,38800.0,2,1,1
jkwon5013,49,1,84000.0,4,1,2
jky2514,272,1,37749.0,2,1,1
jkyqweqwe,77,1,49800.0,4,1,1
jlc94,113,1,52800.0,3,1,1
jljjomi,303,1,39539.0,1,1,1
jlschin,320,1,33500.0,1,1,1
jm111,184,1,41900.0,2,1,1
jm136,29,2,63739.0,4,2,2
jm3606,35,1,53200.0,4,1,2
jm973,75,3,186300.0,4,3,3
jmc108,104,2,138600.0,3,2,3
jmg1215,34,1,36900.0,4,1,1
jmgl321,354,1,32700.0,1,1,1
jmh120489,204,1,106000.0,2,1,3
jmh2345,231,1,33500.0,2,1,1
jmh5306,205,1,34905.0,2,1,1
jmht9291,128,2,72316.0,3,2,2
jming31,76,1,24180.0,4,1,1
jminho87,112,1,37000.0,3,1,1
jminlee94,159,1,53500.0,3,1,2
jmins33,76,1,300.0,4,1,1
jmiscute,321,1,17400.0,1,1,1
jmj2181,125,1,51173.0,3,1,1
jmk2208,156,1,43800.0,3,1,1
jmk267,155,1,38100.0,3,1,1
jmk9570,7,1,59600.0,4,1,2
jmkds20,65,1,71700.0,4,1,2
jmkim11,173,1,31800.0,3,1,1
jmkim127,209,1,34141.0,2,1,1
jmlee823,26,2,71300.0,4,2,2
jmmoon87,42,2,80562.0,4,2,2
jmo1btg,108,1,49852.0,3,1,1
jmoon10,165,4,95417.0,3,3,2
jmp7788,176,1,53900.0,3,1,2
jms0284,218,1,142103.0,2,1,3
jms0517,253,1,40700.0,2,1,1
jms7376,361,1,38700.0,1,1,1
jmsim98,175,2,33800.0,3,2,1
jmy4826,5,2,75871.0,4,2,2
jn0142,68,4,159920.0,4,3,3
jnday5588,322,1,35900.0,1,1,1
jng00316,211,1,36000.0,2,1,1
jnjhboy2,219,1,35010.0,2,1,1
jo05300,237,1,32800.0,2,1,1
jo0sss,266,1,39579.0,2,1,1
joajoaej,194,1,39746.0,2,1,1
joan1105,67,1,14406.0,4,1,1
joan17,113,1,47506.0,3,1,1
joando0,345,1,62100.0,1,1,2
joauky,44,5,204829.0,4,4,4
jocdjocd,13,1,12900.0,4,1,1
joderch23,118,2,52600.0,3,2,1
jodh99,73,2,64106.0,4,2,2
jodj106,146,1,35900.0,3,1,1
joenggyu0,126,1,40571.0,3,1,1
joewonny,282,1,37700.0,1,1,1
johanets,65,1,28200.0,4,1,1
johangjoon,82,2,85734.0,4,2,2
joheing,114,1,35999.0,3,1,1
john101kr,10,4,162553.0,4,3,3
john970930,120,1,39800.0,3,1,1
johnkimz1,106,1,11700.0,3,1,1
johnpsj,94,1,7450.0,3,1,1
jojae1223,151,1,40700.0,3,1,1
jokam86,117,1,22000.0,3,1,1
jokemse,119,1,51800.0,3,1,1
joker4ever,80,1,41900.0,4,1,1
jokeworld,34,4,133524.0,4,3,3
jokh1212,24,2,57242.0,4,2,2
jolee,145,1,57800.0,3,1,2
joliwater,354,1,35700.0,1,1,1
jolly35,46,2,102700.0,4,2,3
jolryeol,118,1,34700.0,3,1,1
jomj7283,71,3,131466.0,4,3,3
jomyahae,353,1,31500.0,1,1,1
jonad42,132,2,34718.0,3,2,1
jondyp03,198,1,29400.0,2,1,1
jong4940,12,1,39000.0,4,1,1
jonganhw,66,2,64800.0,4,2,2
jongch92,62,1,33400.0,4,1,1
jongdo77,62,1,32700.0,4,1,1
jongha,235,1,40700.0,2,1,1
jonghyuk95,341,1,38500.0,1,1,1
jonghyun0904,250,1,17400.0,2,1,1
jongmin569,271,1,101613.0,2,1,2
jongseo529,3,2,80195.0,4,2,2
jongsun27,73,1,16500.0,4,1,1
jongwon3067,179,1,53700.0,3,1,2
jongwon4564,124,1,31724.0,3,1,1
jongwoo91,190,1,39900.0,2,1,1
jongyun24,170,1,31800.0,3,1,1
jonjs0204,147,2,73568.0,3,2,2
joo9840,181,1,32800.0,2,1,1
jooaromi,50,3,114070.0,4,3,3
joodol,310,1,36900.0,1,1,1
joodudsdx,2,2,30600.0,4,2,1
joogao,8,1,38900.0,4,1,1
joohwan159,334,1,35856.0,1,1,1
joohwani,63,1,135549.0,4,1,3
joohyun1998,57,3,90443.0,4,3,2
joojeon,323,1,33162.0,1,1,1
joolim1126,99,1,41900.0,3,1,1
joolu,168,2,76194.0,3,2,2
joon0210,204,3,264569.0,2,3,4
joon0629,40,2,79800.0,4,2,2
joon1321,1,1,17900.0,4,1,1
joondog,330,1,41800.0,1,1,1
joonhojeon,33,2,28300.0,4,2,1
joonhyeong,69,3,103700.0,4,3,3
joonku62,218,1,49900.0,2,1,1
joony1020,76,1,112500.0,4,1,3
joonyee,265,1,38700.0,2,1,1
joosm1230,204,2,156252.0,2,2,3
joosr0210,340,1,52900.0,1,1,1
joosuk94,74,1,135488.0,4,1,3
joow97,17,1,37900.0,4,1,1
jooya31297,72,5,175400.0,4,4,3
jooyg89,208,1,32872.0,2,1,1
jooyh88,76,1,30300.0,4,1,1
joozaclup,15,1,23100.0,4,1,1
jorangma1,123,1,41900.0,3,1,1
jose17,75,1,47400.0,4,1,1
josem69,23,1,28900.0,4,1,1
joseph0701,137,2,31300.0,3,2,1
joseph54,118,1,24400.0,3,1,1
josh2232,12,4,133009.0,4,3,3
joshuabaek,163,3,217448.0,3,3,4
josig,105,2,68440.0,3,2,2
josu819,96,1,40769.0,3,1,1
josuper,127,1,38900.0,3,1,1
joth9214,204,1,34500.0,2,1,1
joungho512,86,1,41900.0,4,1,1
joungho78,192,1,38066.0,2,1,1
jounsu,136,2,80359.0,3,2,2
jourhee,155,2,75322.0,3,2,2
journey1120,252,1,40700.0,2,1,1
jowoonhak,66,3,127600.0,4,3,3
joy1205,267,1,42522.0,2,1,1
joy1644,83,2,71342.0,4,2,2
joyg00d,106,1,46000.0,3,1,1
joyjoy00,133,1,42800.0,3,1,1
joylove,66,3,114847.0,4,3,3
joysang,80,1,154000.0,4,1,3
joyshu,155,4,226767.0,3,3,4
jparangdev,323,1,38900.0,1,1,1
jpark0807,271,1,75600.0,2,1,2
jpark71,92,2,80445.0,3,2,2
jpark8911,169,1,38900.0,3,1,1
jpey9293,51,1,80300.0,4,1,2
jpim92,361,1,39593.0,1,1,1
jpion707,126,3,66152.0,3,3,2
jpo0228,178,1,15900.0,3,1,1
jpsh93,71,1,30838.0,4,1,1
jpy821,86,2,73400.0,4,2,2
jr0105,13,1,23100.0,4,1,1
jrj325,267,1,45999.0,2,1,1
jrkim0904,217,1,36000.0,2,1,1
jrkim1001,13,1,16900.0,4,1,1
js0224,237,1,68600.0,2,1,2
js514,328,1,142278.0,1,1,3
js6098,133,1,35300.0,3,1,1
js961017,208,1,34200.0,2,1,1
jsa2620,99,1,12900.0,3,1,1
jsa3056,64,1,30505.0,4,1,1
jsage25,349,1,42561.0,1,1,1
jsajsj,75,1,50100.0,4,1,1
jsb960919,225,1,40700.0,2,1,1
jse02039,141,1,16900.0,3,1,1
jseoh95,42,1,41900.0,4,1,1
jsg719,113,2,98927.0,3,2,2
jsgig,112,1,35000.0,3,1,1
jsh1084,191,1,39338.0,2,1,1
jsh7983,66,1,32400.0,4,1,1
jsh9524,227,1,95500.0,2,1,2
jsheo0321,113,1,51800.0,3,1,1
jshjgh4648,275,1,36400.0,1,1,1
jsi9696,130,1,32900.0,3,1,1
jside29,169,1,44039.0,3,1,1
jsj2510,68,1,36900.0,4,1,1
jsjang1029,139,1,35002.0,3,1,1
jsjeong,6,2,54600.0,4,2,2
jsjw2010,92,2,32200.0,3,2,1
jsl5254,84,1,37718.0,4,1,1
jslee0454,231,1,99500.0,2,1,2
jsleekorean,341,1,40700.0,1,1,1
jslivane,211,1,115000.0,2,1,3
jsm11xx,13,4,217567.0,4,3,4
jsm20831,36,1,28900.0,4,1,1
jsm348,153,1,68700.0,3,1,2
jsm3659,130,1,32900.0,3,1,1
jsm509,62,2,62328.0,4,2,2
jso0723,229,1,36700.0,2,1,1
jsol720,28,7,276046.0,4,4,4
jsoo812,68,2,89570.0,4,2,2
jsoo8120,153,1,50995.0,3,1,1
jsp6007,230,1,37700.0,2,1,1
jspark83,354,1,38900.0,1,1,1
jspeed011,82,1,41900.0,4,1,1
jsping61,331,1,64300.0,1,1,2
jsr209,336,1,40633.0,1,1,1
jsr74,23,2,79633.0,4,2,2
jsronaldo97,355,1,40000.0,1,1,1
jssysea,78,1,16900.0,4,1,1
jsu1011,82,2,67200.0,4,2,2
jsu704,13,1,38900.0,4,1,1
jsuha95,25,3,119900.0,4,3,3
jsuuny0,30,1,20900.0,4,1,1
jsw1310,169,1,27352.0,3,1,1
jsw4159,139,1,17900.0,3,1,1
jsw8563,304,1,38500.0,1,1,1
jsy0879,113,2,74675.0,3,2,2
jsy254,339,1,41999.0,1,1,1
jsy4158,337,1,38500.0,1,1,1
jsy5115,308,1,17400.0,1,1,1
jt4897,267,1,35800.0,2,1,1
jtg700,110,1,37000.0,3,1,1
jth1124,145,1,41900.0,3,1,1
jth13,141,3,59200.0,3,3,2
jtj707,19,1,17100.0,4,1,1
jtomato,16,1,11900.0,4,1,1
jty6304,98,1,29900.0,3,1,1
ju01119,173,1,13900.0,3,1,1
ju0411,325,1,35900.0,1,1,1
ju0chan,147,1,31300.0,3,1,1
ju6084,1,2,72800.0,4,2,2
ju8489,265,1,114999.0,2,1,3
juanjoseph,125,1,32900.0,3,1,1
judayam,319,1,38900.0,1,1,1
jude00219,155,1,36236.0,3,1,1
judy9772,204,1,115000.0,2,1,3
judycho1130,66,1,9905.0,4,1,1
jueun1418,165,1,36900.0,3,1,1
juh2357,345,1,37780.0,1,1,1
juhan1011,106,1,52800.0,3,1,1
juhee5819,169,1,29131.0,3,1,1
juhee9932,58,1,48400.0,4,1,1
juhicy,217,1,51000.0,2,1,1
juho520,232,3,89230.0,2,3,2
juho7310,12,2,59600.0,4,2,2
juho7791,40,1,29900.0,4,1,1
juhong77,341,1,36500.0,1,1,1
juhuikkim,62,1,183320.0,4,1,3
juhye308,288,1,52668.0,1,1,1
juikio,66,1,24026.0,4,1,1
juilee29,212,1,36000.0,2,1,1
juju4549,212,1,34841.0,2,1,1
jukdal,154,1,55800.0,3,1,2
jukjulhage,271,1,34802.0,2,1,1
julee1215,80,1,40900.0,4,1,1
jules5,30,2,73300.0,4,2,2
julian43,211,1,33400.0,2,1,1
julie2310,201,1,95800.0,2,1,2
julikun,127,1,41900.0,3,1,1
jume27,126,2,79312.0,3,2,2
jumi0302,238,1,38900.0,2,1,1
jumk91,167,2,78253.0,3,2,2
jun0702,44,4,84700.0,4,3,2
jun1703,327,1,38900.0,1,1,1
jun1ya,93,1,37800.0,3,1,1
jun2733,39,1,41900.0,4,1,1
jun650808,222,3,85995.0,2,3,2
jun8971,333,2,174399.0,1,2,3
jun93kr,169,1,31800.0,3,1,1
juna0952,267,1,38700.0,2,1,1
junamond,278,1,31900.0,1,1,1
junbin1106,113,1,6379.0,3,1,1
junbin4322,155,1,8900.0,3,1,1
junbong87,314,1,39576.0,1,1,1
junbun,330,1,65600.0,1,1,2
june020110,339,1,38900.0,1,1,1
june508v,278,1,120400.0,1,1,3
june6723,33,2,103554.0,4,2,3
junehozz,2,1,62000.0,4,1,2
junepark0708,342,1,10999.0,1,1,1
jung0418,63,1,49700.0,4,1,1
jung0o0o,69,1,32400.0,4,1,1
jung2437,47,5,232542.0,4,4,4
jung3069,230,1,38900.0,2,1,1
jung5873,321,1,49900.0,1,1,1
jung7146,302,2,77666.0,1,2,2
jung891209,208,1,32347.0,2,1,1
junga20,5,1,17100.0,4,1,1
jungbo2131,196,1,49203.0,2,1,1
jungderful,215,1,57700.0,2,1,2
jungej27,47,2,100432.0,4,2,2
jungeoljun,207,1,33200.0,2,1,1
jungeon00,217,1,36000.0,2,1,1
jungeun9494,326,1,37700.0,1,1,1
jungh846,287,1,38900.0,1,1,1
junghun367,169,1,31800.0,3,1,1
junghyun15373,1,2,97471.0,4,2,2
junghyun654,204,1,110779.0,2,1,3
junghyun8,257,1,36900.0,2,1,1
jungjm86,211,1,113830.0,2,1,3
jungjongwoo,196,1,40619.0,2,1,1
jungjy94,96,1,21425.0,3,1,1
jungki4680,260,1,38700.0,2,1,1
jungkr78,301,1,52800.0,1,1,1
jungla2000,314,1,115500.0,1,1,3
jungmal3,186,1,38800.0,2,1,1
jungmin1106,143,2,74300.0,3,2,2
jungminho811,83,1,79800.0,4,1,2
jungmk6306,72,1,51900.0,4,1,1
jungmy11011,51,2,80300.0,4,2,2
jungrok5,254,1,45600.0,2,1,1
jungss04,1,2,80188.0,4,2,2
jungsuby01,309,1,51400.0,1,1,1
junguk86,71,3,181035.0,4,3,3
jungwoo09,56,1,79800.0,4,1,2
jungwoo1010,61,1,31300.0,4,1,1
jungwoo1123,253,1,38900.0,2,1,1
jungwoon93,30,1,6900.0,4,1,1
jungzzkd,225,1,40200.0,2,1,1
junhaeng,259,1,40700.0,2,1,1
junhak1111,111,3,107702.0,3,3,3
junhee531,216,1,105900.0,2,1,3
junhjk,135,1,52900.0,3,1,1
junho428,288,1,113058.0,1,1,3
junho723,60,3,157404.0,4,3,3
junho751,261,1,38900.0,2,1,1
junhyeok3884,64,1,111500.0,4,1,3
juni6333,68,1,31400.0,4,1,1
junior5535,251,1,37515.0,2,1,1
juniorjoe,45,1,41900.0,4,1,1
junjin0213,90,2,93800.0,3,2,2
junjjang1597,279,1,40700.0,1,1,1
junkill2431,280,1,31900.0,1,1,1
junmogood,99,1,46999.0,3,1,1
junpaduck,327,1,44100.0,1,1,1
junpizza,64,2,54200.0,4,2,2
junsangs,57,2,84640.0,4,2,2
junseo1125,324,1,41031.0,1,1,1
junseoneo95,211,1,32200.0,2,1,1
junshn,68,3,101020.0,4,3,2
junso91,360,1,31700.0,1,1,1
junsu2663,110,1,35900.0,3,1,1
junsu990207,308,1,38900.0,1,1,1
junujini,75,1,30000.0,4,1,1
juny1371,198,1,38900.0,2,1,1
junyeon023,40,1,41900.0,4,1,1
jupick,120,2,17700.0,3,2,1
jupics,171,2,71300.0,3,2,2
juramore,172,1,30800.0,3,1,1
jusim526,53,2,84871.0,4,2,2
jussung4658,210,1,34200.0,2,1,1
just759,239,1,47900.0,2,1,1
justin1103,73,1,13700.0,4,1,1
justin3242,23,1,48800.0,4,1,1
justinv,296,1,38900.0,1,1,1
justppo108,147,1,17900.0,3,1,1
justsoul,169,1,31800.0,3,1,1
jusun8888,25,2,73500.0,4,2,2
juwa0112,54,1,38800.0,4,1,1
juyoon117,114,3,106102.0,3,3,3
juyoung7a,288,1,66800.0,1,1,2
juyoungzip,341,1,39391.0,1,1,1
juyujuyu,58,1,37400.0,4,1,1
jvic07,68,2,67975.0,4,2,2
jw0948,6,1,42900.0,4,1,1
jw3829,32,2,74300.0,4,2,2
jw8850,66,2,95921.0,4,2,2
jw940122,309,1,38900.0,1,1,1
jw9403,133,1,17900.0,3,1,1
jwan24,84,1,16900.0,4,1,1
jwarang,27,2,61200.0,4,2,2
jwb425,203,1,46900.0,2,1,1
jwh0118,217,1,115000.0,2,1,3
jwh0506,334,1,38900.0,1,1,1
jwh1688,65,1,25700.0,4,1,1
jwh9121,342,1,40800.0,1,1,1
jwhong88,48,1,41900.0,4,1,1
jwhrose,219,1,43290.0,2,1,1
jwi4087,124,1,39000.0,3,1,1
jwj6011,296,1,40700.0,1,1,1
jwjdtjdwls,206,1,35000.0,2,1,1
jwlee22c,362,1,88800.0,1,1,2
jwnjung,82,2,46489.0,4,2,1
jwon7080,38,1,40900.0,4,1,1
jwryu0812,27,3,107700.0,4,3,3
jwskor01,107,1,35689.0,3,1,1
jwyang1000,267,1,34400.0,2,1,1
jy0784,355,1,38400.0,1,1,1
jy486011,353,1,28468.0,1,1,1
jy6586,71,3,97600.0,4,3,2
jyang6,127,1,145241.0,3,1,3
jycho77,85,1,31900.0,4,1,1
jye0906,9,1,63600.0,4,1,2
jyg5399,10,2,89200.0,4,2,2
jyh040822,91,1,13900.0,3,1,1
jyh0566,336,1,42000.0,1,1,1
jyh1536,119,1,9700.0,3,1,1
jyh995,59,2,160500.0,4,2,3
jyhhappy,87,1,41000.0,4,1,1
jyj100200,37,1,36900.0,4,1,1
jyj876504,201,1,134400.0,2,1,3
jyjh2015,177,1,41900.0,3,1,1
jyk0114,225,1,114346.0,2,1,3
jyk0619,23,4,143385.0,4,3,3
jyk1383,313,1,35500.0,1,1,1
jyk1792,339,1,38700.0,1,1,1
jyk1996,197,1,31100.0,2,1,1
jykim85,119,1,11700.0,3,1,1
jyl0212,334,1,35900.0,1,1,1
jyl125,43,1,10900.0,4,1,1
jylee8311,348,1,36900.0,1,1,1
jylee9019,6,2,92600.0,4,2,2
jylfyk,185,1,36900.0,2,1,1
jym1149,71,3,96443.0,4,3,2
jymsuper,342,1,38900.0,1,1,1
jynm0062,264,1,38900.0,2,1,1
jyoje,58,1,33400.0,4,1,1
jyong8710,314,1,37768.0,1,1,1
jyoooooj,212,1,35200.0,2,1,1
jyos929,11,1,37900.0,4,1,1
jyoung6506,131,2,83781.0,3,2,2
jyoung987,268,2,76339.0,2,2,2
jyp949151,231,1,36900.0,2,1,1
jypark0621,112,1,23600.0,3,1,1
jypyo0123,171,1,30800.0,3,1,1
jyr1125,363,1,19500.0,1,1,1
jys007,171,1,30800.0,3,1,1
jysun0316,64,2,72695.0,4,2,2
jyt1982,83,1,33900.0,4,1,1
jytak777,204,2,138239.0,2,2,3
jyterencekim,63,1,45000.0,4,1,1
jyun002,84,2,114996.0,4,2,3
jyun5011,90,1,29300.0,3,1,1
jyuri001,226,1,36400.0,2,1,1
jyuuuu,270,1,11600.0,2,1,1
jywj00,333,1,40700.0,1,1,1
jywoo77,185,1,30826.0,2,1,1
jyzz1003,100,1,40900.0,3,1,1
jz1029,109,1,24000.0,3,1,1
jzom12,136,1,83100.0,3,1,2
k0108,66,1,27500.0,4,1,1
k0136000,293,1,14400.0,1,1,1
k0404056,72,1,30398.0,4,1,1
k1005sh,308,1,48012.0,1,1,1
k10251995,182,1,48300.0,2,1,1
k11ice,176,2,91961.0,3,2,2
k1229228,98,1,55800.0,3,1,2
k123er,292,1,38900.0,1,1,1
k13462000,6,2,94200.0,4,2,2
k1983st,316,1,49900.0,1,1,1
k20002002,236,1,114195.0,2,1,3
k20sus,74,3,88837.0,4,3,2
k2147921,24,1,9900.0,4,1,1
k23330,360,1,40700.0,1,1,1
k2dreams,121,2,99279.0,3,2,2
k2j10514,34,4,128601.0,4,3,3
k2line,147,1,31800.0,3,1,1
k2room,274,1,75061.0,2,1,2
k3075h,23,1,37900.0,4,1,1
k3417wocjf,218,1,33400.0,2,1,1
k3ellen95,29,1,35800.0,4,1,1
k61001,176,1,9900.0,3,1,1
k7247,156,2,67648.0,3,2,2
k7sohyun,177,1,51600.0,3,1,1
k930510,2,3,120720.0,4,3,3
k93520,214,2,70005.0,2,2,2
ka217000,234,1,38900.0,2,1,1
ka3young,249,1,32800.0,2,1,1
ka6571,110,2,111700.0,3,2,3
kaa99,65,1,26171.0,4,1,1
kabin314,68,2,88710.0,4,2,2
kabool0924,197,1,37337.0,2,1,1
kabsung3,24,1,37900.0,4,1,1
kabu7800,100,1,79700.0,3,1,2
kackku2020,51,2,77900.0,4,2,2
kaiba77,63,4,171720.0,4,3,3
kaikei12,153,1,40400.0,3,1,1
kainan0998,98,1,13900.0,3,1,1
kairosowis,68,1,16500.0,4,1,1
kak0913,26,1,34900.0,4,1,1
kak0936,62,2,69600.0,4,2,2
kakadeo,287,1,47400.0,1,1,1
kakao0424,76,2,69603.0,4,2,2
kaku86,79,2,110002.0,4,2,3
kalbabap12,100,2,82700.0,3,2,2
kalgor,205,1,115000.0,2,1,3
kals0001,294,1,40700.0,1,1,1
kamalov,66,1,29970.0,4,1,1
kamui2848,72,1,31300.0,4,1,1
kamus20,118,1,12700.0,3,1,1
kana515,176,1,84800.0,3,1,2
kanaseo,203,1,32900.0,2,1,1
kanatra9,25,1,13900.0,4,1,1
kang1497,12,3,116900.0,4,3,3
kang5688,168,1,38800.0,3,1,1
kang5737,213,1,29268.0,2,1,1
kang941231,252,1,40700.0,2,1,1
kangbin8619,296,1,15900.0,1,1,1
kangchae2,271,1,36000.0,2,1,1
kangcos,125,1,16400.0,3,1,1
kangdcch573,152,1,41900.0,3,1,1
kanghaechoi,35,2,58400.0,4,2,2
kanghm79,0,1,39800.0,4,1,1
kangikho,350,1,113500.0,1,1,3
kanginhan37,306,1,49900.0,1,1,1
kangjh87,208,1,34812.0,2,1,1
kangk700,256,3,100740.0,2,3,2
kangkl,349,1,38900.0,1,1,1
kangms8911,288,1,38900.0,1,1,1
kangone07,190,1,33900.0,2,1,1
kangpaliya,6,2,136500.0,4,2,3
kangsb96,16,6,124122.0,4,4,3
kangsejoon,85,1,60400.0,4,1,2
kangsub1,26,1,38900.0,4,1,1
kangwsvet,206,1,34000.0,2,1,1
kangyenn,9,2,160900.0,4,2,3
kanll113,224,1,17400.0,2,1,1
kanora,207,1,35000.0,2,1,1
kanria04,194,2,143657.0,2,2,3
kany1011,127,1,29629.0,3,1,1
kap03003,197,2,88670.0,2,2,2
kar1025,107,1,36000.0,3,1,1
kar4545,249,1,38900.0,2,1,1
karam78,109,1,23747.0,3,1,1
karasks,239,1,33760.0,2,1,1
karimu,51,3,127061.0,4,3,3
karmakeigon,256,1,46300.0,2,1,1
karpedream,20,1,23100.0,4,1,1
karte63,233,1,43800.0,2,1,1
kartpy0,65,1,27400.0,4,1,1
kary441144,240,4,264872.0,2,3,4
kas421,269,1,15900.0,2,1,1
kate0616,105,2,45573.0,3,2,1
katnpsw,334,1,35504.0,1,1,1
katrinadela,100,1,61800.0,3,1,2
kats21,170,1,33749.0,3,1,1
katz00,314,1,40700.0,1,1,1
katzhita,168,1,40900.0,3,1,1
kaun01,213,1,16200.0,2,1,1
kaung1231,140,2,130186.0,3,2,3
kawa95,12,1,34900.0,4,1,1
kay0325,89,1,31800.0,3,1,1
kaykim14,212,1,114000.0,2,1,3
kayugu,291,1,38900.0,1,1,1
kaza37,363,1,15900.0,1,1,1
kazer83,342,1,41800.0,1,1,1
kazubb,71,1,29800.0,4,1,1
kazui,43,1,25500.0,4,1,1
kb1183,50,1,14900.0,4,1,1
kbd586,214,1,47400.0,2,1,1
kbhexagon,198,1,30100.0,2,1,1
kbj1209,70,1,55000.0,4,1,2
kbj3006,62,1,37400.0,4,1,1
kbj5036,6,1,42900.0,4,1,1
kbj5388,299,1,29180.0,1,1,1
kbj705,237,1,35900.0,2,1,1
kbk0705,195,1,150700.0,2,1,3
kbk18905,122,1,36900.0,3,1,1
kbk3304,296,1,32900.0,1,1,1
kbkim18,244,2,44581.0,2,2,1
kbm1303,34,1,40900.0,4,1,1
kbm5618,187,2,78246.0,2,2,2
kbm852,124,2,70400.0,3,2,2
kbongseo,145,3,260670.0,3,3,4
kbonhyun,230,1,34900.0,2,1,1
kbonsoo,213,1,32872.0,2,1,1
kboy1202,349,1,65382.0,1,1,2
kbr7020,197,1,181944.0,2,1,3
kbre1028,348,1,37700.0,1,1,1
kbs5814,139,1,31900.0,3,1,1
kbs9427,119,1,112919.0,3,1,3
kbs9573,95,1,13900.0,3,1,1
kbslee1004,233,1,48800.0,2,1,1
kbumwoo,210,2,70265.0,2,2,2
kby3668,133,1,32900.0,3,1,1
kby810128,97,3,104119.0,3,3,3
kcaps714,280,1,40700.0,1,1,1
kcb0616,190,1,41900.0,2,1,1
kcgl1978,103,2,75330.0,3,2,2
kch2648,81,1,58200.0,4,1,2
kchjmm92,202,1,29681.0,2,1,1
kcl1914,127,1,38864.0,3,1,1
kcm1102,118,2,74379.0,3,2,2
kcr6593,75,1,31400.0,4,1,1
kcw377,343,1,38900.0,1,1,1
kcw4522,169,1,31800.0,3,1,1
kcy082400,252,1,34800.0,2,1,1
kd5566,350,1,40800.0,1,1,1
kdb2093,105,3,111745.0,3,3,3
kdc2486,268,2,87329.0,2,2,2
kdc5088,116,2,47600.0,3,2,1
kdcson0613,18,1,38900.0,4,1,1
kdg34570,15,1,8900.0,4,1,1
